Año;Mes;NCM;Pdes;Pnet(kg);FOB(u$s)
2024;01;84671900;208;s;s1
2024;01;84671900;209;s;s1
2024;01;84671900;212;s;s2
2024;01;84671900;221;s;s2
2024;01;84671900;225;s;s2
2024;01;84671900;999;1434,400;47474,58
2024;01;84672100;225;s;s3
2024;01;84672200;208;s;s2
2024;01;84672200;212;s;s2
2024;01;84672200;225;s;s3
2024;01;84672992;225;s;s3
2024;01;84672993;225;s;s4
2024;01;84672999;225;s;s4
2024;01;84678100;208;s;s1
2024;01;84678900;225;s;s3
2024;01;84679100;221;s;s1
2024;01;84679200;203;s;s2
2024;01;84679200;212;s;s1
2024;01;84679200;221;s;s1
2024;01;84679200;225;s;s1
2024;01;84679900;159;s;s1
2024;01;84679900;208;s;s1
2024;01;84679900;221;s;s1
2024;01;84681000;202;s;s1
2024;01;84713012;212;s;s3
2024;01;84713012;426;s;s2
2024;01;84713012;999;79,610;39177,04
2024;01;84713019;225;s;s4
2024;01;84714100;438;s;s2
2024;01;84715010;212;232,260;24573,44
2024;01;84715010;221;s;s1
2024;01;84715010;225;s;s4
2024;01;84715010;438;s;s1
2024;01;84715010;999;1741,210;221876,79
2024;01;84715090;212;s;s2
2024;01;84715090;313;s;s2
2024;01;84716052;212;s;s1
2024;01;84716052;221;s;s1
2024;01;84716052;335;s;s1
2024;01;84716052;999;10,650;1099,72
2024;01;84716053;212;s;s1
2024;01;84716059;212;s;s1
2024;01;84716090;221;s;s1
2024;01;84717010;212;103,640;16988,36
2024;01;84717010;225;s;s2
2024;01;84717010;313;s;s1
2024;01;84717010;423;s;s1
2024;01;84717010;999;28,510;24367,87
2024;01;84717020;212;s;s1
2024;01;84717030;212;s;s1
2024;01;84717040;212;s;s2
2024;01;84717040;225;s;s2
2024;01;84717040;313;s;s1
2024;01;84717040;423;s;s1
2024;01;84717040;999;39,390;15713,43
2024;01;84717090;212;s;s1
2024;01;84718000;212;s;s1
2024;01;84718000;423;s;s1
2024;01;84718000;999;8,100;4947,35
2024;01;84719019;205;s;s1
2024;01;84729099;220;s;s3
2024;01;84733041;212;s;s1
2024;01;84733041;313;s;s1
2024;01;84733041;999;21,060;3407,54
2024;01;84733042;212;51,650;10826,84
2024;01;84733042;225;s;s3
2024;01;84733042;313;s;s1
2024;01;84733042;423;s;s1
2024;01;84733042;999;71,200;61029,21
2024;01;84733049;212;59,170;24188,06
2024;01;84733090;212;5,950;823,70
2024;01;84733090;218;s;s1
2024;01;84733090;313;s;s1
2024;01;84733090;999;1,680;775,04
2024;01;84734070;225;s;s2
2024;01;84743100;202;s;s4
2024;01;84743100;221;s;s2
2024;01;84743100;225;s;s3
2024;01;84749000;222;s;s1
2024;01;84749000;225;s;s1
2024;01;84749000;999;284,850;5156,45
2024;01;84759000;205;s;s2
2024;01;84759000;218;s;s1
2024;01;84759000;222;s;s1
2024;01;84771011;221;s;s2
2024;01;84771011;291;s;s2
2024;01;84771099;328;s;s2
2024;01;84778090;203;s;s4
2024;01;84779000;208;s;s1
2024;01;84791010;406;s;s4
2024;01;84791090;221;s;s3
2024;01;84791090;225;s;s3
2024;01;84795000;203;s;s1
2024;01;84796000;225;s;s2
2024;01;84798290;113;s;s2
2024;01;84798290;202;s;s1
2024;01;84798290;203;s;s1
2024;01;84798290;205;s;s1
2024;01;84798290;208;s;s2
2024;01;84798290;999;1482,960;34348,63
2024;01;84798911;501;s;s2
2024;01;84798912;149;s;s1
2024;01;84798912;202;s;s1
2024;01;84798912;203;631,100;38312,00
2024;01;84798912;205;s;s1
2024;01;84798912;208;s;s2
2024;01;84798912;210;s;s2
2024;01;84798912;212;s;s1
2024;01;84798912;218;s;s1
2024;01;84798912;221;s;s2
2024;01;84798912;222;138,520;9199,70
2024;01;84798912;225;s;s1
2024;01;84798912;282;s;s3
2024;01;84798912;438;s;s1
2024;01;84798912;999;4454,460;66069,00
2024;01;84798999;203;s;s3
2024;01;84798999;208;s;s2
2024;01;84798999;212;s;s1
2024;01;84798999;221;s;s1
2024;01;84798999;225;12677,050;140385,28
2024;01;84798999;410;s;s1
2024;01;84798999;412;s;s1
2024;01;84798999;999;1771,440;43303,94
2024;01;84799090;202;s;s2
2024;01;84799090;203;3145,830;104171,85
2024;01;84799090;205;s;s2
2024;01;84799090;208;308,590;16755,75
2024;01;84799090;209;s;s2
2024;01;84799090;210;s;s2
2024;01;84799090;213;s;s2
2024;01;84799090;216;s;s1
2024;01;84799090;218;s;s2
2024;01;84799090;221;s;s1
2024;01;84799090;225;142,720;21685,58
2024;01;84799090;438;s;s1
2024;01;84799090;445;s;s2
2024;01;84799090;450;s;s1
2024;01;84799090;999;3462,550;69463,69
2024;01;84806000;208;s;s2
2024;01;84807100;211;s;s2
2024;01;84807990;203;s;s2
2024;01;84807990;208;s;s3
2024;01;84807990;219;s;s2
2024;01;84811000;202;s;s2
2024;01;84811000;203;s;s1
2024;01;84811000;205;s;s3
2024;01;84811000;208;s;s2
2024;01;84811000;212;33,480;3354,26
2024;01;84811000;218;s;s1
2024;01;84811000;221;s;s1
2024;01;84811000;222;s;s2
2024;01;84811000;225;61,380;4235,00
2024;01;84811000;312;s;s1
2024;01;84811000;315;s;s1
2024;01;84811000;328;s;s1
2024;01;84811000;333;s;s1
2024;01;84811000;412;s;s1
2024;01;84811000;423;s;s1
2024;01;84811000;999;2933,230;165368,59
2024;01;84812019;213;s;s1
2024;01;84812090;159;s;s1
2024;01;84812090;203;5494,140;69477,94
2024;01;84812090;205;s;s1
2024;01;84812090;208;230,640;12728,19
2024;01;84812090;210;s;s1
2024;01;84812090;212;229,450;11304,22
2024;01;84812090;213;s;s2
2024;01;84812090;218;s;s1
2024;01;84812090;221;112,330;10056,32
2024;01;84812090;222;s;s2
2024;01;84812090;225;738,580;10913,77
2024;01;84812090;407;s;s1
2024;01;84812090;412;s;s1
2024;01;84812090;417;s;s1
2024;01;84812090;999;437,630;22859,60
2024;01;84813000;131;s;s1
2024;01;84813000;202;s;s2
2024;01;84813000;203;1066,520;25158,05
2024;01;84813000;205;233,380;10393,77
2024;01;84813000;212;s;s1
2024;01;84813000;213;s;s1
2024;01;84813000;218;s;s2
2024;01;84813000;221;s;s1
2024;01;84813000;225;39,600;577,99
2024;01;84813000;315;s;s2
2024;01;84813000;406;s;s1
2024;01;84813000;407;s;s1
2024;01;84813000;412;s;s1
2024;01;84813000;423;s;s1
2024;01;84813000;999;645,680;36651,01
2024;01;84814000;131;s;s1
2024;01;84814000;203;866,100;91470,75
2024;01;84814000;208;174,780;5389,40
2024;01;84814000;210;s;s1
2024;01;84814000;212;40,000;4623,62
2024;01;84814000;218;s;s2
2024;01;84814000;221;s;s1
2024;01;84814000;224;s;s2
2024;01;84814000;225;s;s1
2024;01;84814000;315;s;s1
2024;01;84814000;406;s;s1
2024;01;84814000;407;s;s1
2024;01;84814000;417;s;s1
2024;01;84814000;423;s;s1
2024;01;84814000;999;341,890;27433,37
2024;01;84818011;203;s;s1
2024;01;84818011;212;s;s1
2024;01;84818019;202;s;s3
2024;01;84818019;203;s;s1
2024;01;84818019;212;s;s3
2024;01;84818019;225;139,800;3404,50
2024;01;84818019;410;s;s1
2024;01;84818019;999;2602,830;65038,11
2024;01;84818021;203;3320,990;101253,76
2024;01;84818021;208;s;s1
2024;01;84818021;221;s;s1
2024;01;84818021;412;s;s1
2024;01;84818021;999;26,410;1467,02
2024;01;84818039;202;s;s1
2024;01;84818091;203;206095,290;1988531,40
2024;01;84818091;205;s;s2
2024;01;84818091;208;s;s3
2024;01;84818091;221;s;s2
2024;01;84818091;225;s;s2
2024;01;84818091;999;12635,380;144377,36
2024;01;84818092;113;s;s1
2024;01;84818092;202;s;s2
2024;01;84818092;203;708,450;52258,97
2024;01;84818092;208;s;s2
2024;01;84818092;212;92,690;7688,86
2024;01;84818092;218;s;s2
2024;01;84818092;221;413,750;24695,02
2024;01;84818092;222;412,000;25596,15
2024;01;84818092;225;229,290;13336,67
2024;01;84818092;310;s;s2
2024;01;84818092;315;s;s2
2024;01;84818092;406;s;s1
2024;01;84818092;410;s;s1
2024;01;84818092;412;43,480;9325,58
2024;01;84818092;417;s;s2
2024;01;84818092;423;s;s1
2024;01;84818092;999;2330,750;71248,14
2024;01;84818093;406;s;s1
2024;01;84818094;202;6951,070;124425,82
2024;01;84818094;203;s;s2
2024;01;84818094;212;s;s2
2024;01;84818094;216;s;s2
2024;01;84818094;218;s;s1
2024;01;84818094;999;904,250;34322,12
2024;01;84818095;113;s;s1
2024;01;84818095;159;s;s1
2024;01;84818095;202;1946,230;37633,25
2024;01;84818095;203;1852,200;67080,62
2024;01;84818095;204;s;s2
2024;01;84818095;205;s;s3
2024;01;84818095;206;s;s1
2024;01;84818095;208;s;s1
2024;01;84818095;210;s;s1
2024;01;84818095;212;s;s2
2024;01;84818095;213;s;s1
2024;01;84818095;216;s;s2
2024;01;84818095;218;s;s3
2024;01;84818095;221;s;s2
2024;01;84818095;222;s;s1
2024;01;84818095;225;766,180;9046,72
2024;01;84818095;226;s;s2
2024;01;84818095;310;s;s4
2024;01;84818095;315;s;s1
2024;01;84818095;320;s;s1
2024;01;84818095;331;s;s1
2024;01;84818095;333;s;s3
2024;01;84818095;335;s;s1
2024;01;84818095;406;s;s2
2024;01;84818095;409;s;s2
2024;01;84818095;410;s;s1
2024;01;84818095;417;s;s2
2024;01;84818095;426;s;s2
2024;01;84818095;438;s;s1
2024;01;84818095;451;s;s1
2024;01;84818095;501;s;s2
2024;01;84818095;504;s;s1
2024;01;84818095;999;10374,260;450446,91
2024;01;84818097;225;s;s1
2024;01;84818097;417;s;s1
2024;01;84818099;159;s;s1
2024;01;84818099;202;497,370;8870,93
2024;01;84818099;203;168,210;19421,82
2024;01;84818099;205;s;s2
2024;01;84818099;208;1955,960;19385,27
2024;01;84818099;210;s;s1
2024;01;84818099;212;380,950;23544,99
2024;01;84818099;218;s;s5
2024;01;84818099;221;337,540;11008,09
2024;01;84818099;222;s;s1
2024;01;84818099;225;5412,440;129541,93
2024;01;84818099;312;s;s2
2024;01;84818099;406;s;s1
2024;01;84818099;410;s;s1
2024;01;84818099;412;s;s1
2024;01;84818099;423;s;s1
2024;01;84818099;999;58544,080;605414,37
2024;01;84819010;202;s;s1
2024;01;84819010;203;104690,890;962604,62
2024;01;84819010;212;s;s2
2024;01;84819010;999;427,330;25296,29
2024;01;84819090;202;s;s1
2024;01;84819090;203;3610,170;59730,72
2024;01;84819090;204;s;s1
2024;01;84819090;205;830,320;51146,31
2024;01;84819090;208;130,010;7239,68
2024;01;84819090;212;808,290;89391,67
2024;01;84819090;218;s;s1
2024;01;84819090;221;55,660;10273,91
2024;01;84819090;222;60,800;9459,50
2024;01;84819090;225;92,450;19454,70
2024;01;84819090;261;s;s1
2024;01;84819090;310;s;s1
2024;01;84819090;315;s;s1
2024;01;84819090;333;s;s1
2024;01;84819090;406;s;s1
2024;01;84819090;409;s;s2
2024;01;84819090;410;s;s1
2024;01;84819090;412;s;s1
2024;01;84819090;423;s;s1
2024;01;84819090;426;s;s2
2024;01;84819090;438;s;s1
2024;01;84819090;451;s;s1
2024;01;84819090;501;s;s1
2024;01;84819090;504;s;s1
2024;01;84819090;999;389,090;28317,56
2024;01;84821010;131;s;s1
2024;01;84821010;202;s;s1
2024;01;84821010;203;68044,100;906247,09
2024;01;84821010;205;s;s1
2024;01;84821010;206;s;s1
2024;01;84821010;208;s;s3
2024;01;84821010;209;s;s1
2024;01;84821010;212;5538,840;163971,18
2024;01;84821010;218;s;s4
2024;01;84821010;219;s;s1
2024;01;84821010;220;s;s1
2024;01;84821010;221;s;s3
2024;01;84821010;222;s;s2
2024;01;84821010;225;1544,970;14235,92
2024;01;84821010;406;s;s1
2024;01;84821010;423;s;s1
2024;01;84821010;999;20969,220;378823,74
2024;01;84821090;131;s;s1
2024;01;84821090;203;5579,080;70401,86
2024;01;84821090;204;s;s1
2024;01;84821090;205;s;s1
2024;01;84821090;208;s;s1
2024;01;84821090;212;s;s2
2024;01;84821090;218;s;s2
2024;01;84821090;221;s;s1
2024;01;84821090;225;s;s1
2024;01;84821090;406;s;s1
2024;01;84821090;407;s;s1
2024;01;84821090;427;s;s1
2024;01;84821090;999;1227,380;21298,27
2024;01;84822010;113;s;s1
2024;01;84822010;203;s;s1
2024;01;84822010;205;s;s1
2024;01;84822010;206;s;s1
2024;01;84822010;208;s;s1
2024;01;84822010;212;s;s1
2024;01;84822010;219;s;s1
2024;01;84822010;221;s;s1
2024;01;84822010;222;s;s1
2024;01;84822010;225;s;s1
2024;01;84822010;423;s;s1
2024;01;84822010;999;483,150;6070,42
2024;01;84822090;113;s;s1
2024;01;84822090;203;s;s1
2024;01;84822090;205;s;s1
2024;01;84822090;212;s;s1
2024;01;84822090;221;s;s1
2024;01;84822090;412;s;s1
2024;01;84822090;999;56,790;1098,88
2024;01;84823000;221;s;s2
2024;01;84823000;304;s;s1
2024;01;84823000;426;s;s1
2024;01;84823000;999;347,180;12114,96
2024;01;84824000;202;s;s1
2024;01;84824000;203;s;s1
2024;01;84824000;209;s;s1
2024;01;84824000;212;s;s1
2024;01;84824000;221;s;s1
2024;01;84824000;999;105,060;4052,61
2024;01;84825010;203;s;s1
2024;01;84825010;221;s;s1
2024;01;84825010;999;108,080;1535,47
2024;01;84828000;203;s;s1
2024;01;84828000;208;s;s1
2024;01;84828000;212;s;s1
2024;01;84828000;218;s;s1
2024;01;84828000;221;s;s1
2024;01;84828000;225;s;s1
2024;01;84828000;406;s;s1
2024;01;84828000;999;30,790;6211,53
2024;01;84829119;131;s;s1
2024;01;84829119;203;s;s1
2024;01;84829119;205;s;s1
2024;01;84829119;208;s;s1
2024;01;84829119;999;2,900;152,79
2024;01;84829120;202;s;s1
2024;01;84829910;203;s;s1
2024;01;84829910;212;s;s1
2024;01;84829990;203;s;s1
2024;01;84829990;209;s;s1
2024;01;84829990;212;s;s1
2024;01;84829990;221;s;s1
2024;01;84829990;999;136,670;2890,81
2024;01;84831019;203;s;s1
2024;01;84831019;212;s;s1
2024;01;84831019;225;s;s1
2024;01;84831019;999;49,770;1189,13
2024;01;84831020;208;s;s2
2024;01;84831020;221;s;s1
2024;01;84831020;225;s;s1
2024;01;84831020;417;s;s1
2024;01;84831020;999;2699,380;26732,14
2024;01;84831030;203;s;s1
2024;01;84831030;208;s;s1
2024;01;84831030;226;s;s1
2024;01;84831030;410;s;s1
2024;01;84831090;113;s;s1
2024;01;84831090;131;s;s2
2024;01;84831090;202;s;s1
2024;01;84831090;203;606,930;13680,29
2024;01;84831090;205;s;s2
2024;01;84831090;208;s;s2
2024;01;84831090;209;s;s1
2024;01;84831090;212;416,090;23076,27
2024;01;84831090;218;s;s1
2024;01;84831090;221;s;s2
2024;01;84831090;412;s;s1
2024;01;84831090;429;s;s2
2024;01;84831090;999;1392,730;56431,04
2024;01;84832000;113;s;s1
2024;01;84832000;159;s;s2
2024;01;84832000;203;s;s1
2024;01;84832000;205;s;s1
2024;01;84832000;999;197,130;6861,86
2024;01;84833010;203;s;s1
2024;01;84833021;203;s;s1
2024;01;84833021;221;s;s2
2024;01;84833021;423;s;s1
2024;01;84833021;445;s;s1
2024;01;84833021;999;38,210;9490,84
2024;01;84833029;131;s;s1
2024;01;84833029;202;s;s1
2024;01;84833029;203;816,930;20912,23
2024;01;84833029;205;s;s2
2024;01;84833029;208;s;s2
2024;01;84833029;210;s;s2
2024;01;84833029;212;491,240;35048,65
2024;01;84833029;213;s;s1
2024;01;84833029;221;s;s1
2024;01;84833029;222;s;s1
2024;01;84833029;225;s;s1
2024;01;84833029;328;s;s1
2024;01;84833029;406;s;s1
2024;01;84833029;410;s;s1
2024;01;84833029;412;s;s2
2024;01;84833029;417;s;s1
2024;01;84833029;423;s;s2
2024;01;84833029;427;s;s1
2024;01;84833029;445;s;s1
2024;01;84833029;999;1233,710;62694,92
2024;01;84833090;202;s;s1
2024;01;84833090;203;585,770;8346,70
2024;01;84833090;205;s;s1
2024;01;84833090;208;s;s1
2024;01;84833090;212;s;s1
2024;01;84833090;221;s;s1
2024;01;84833090;999;554,740;12038,29
2024;01;84834010;131;s;s1
2024;01;84834010;159;s;s2
2024;01;84834010;203;s;s4
2024;01;84834010;208;669,020;6570,83
2024;01;84834010;210;s;s2
2024;01;84834010;212;15418,280;159931,33
2024;01;84834010;213;s;s1
2024;01;84834010;225;s;s1
2024;01;84834010;412;s;s1
2024;01;84834010;417;s;s3
2024;01;84834010;999;24573,940;372366,24
2024;01;84834090;131;s;s1
2024;01;84834090;149;s;s1
2024;01;84834090;202;s;s1
2024;01;84834090;203;1578,270;59331,14
2024;01;84834090;208;112,070;7402,31
2024;01;84834090;210;s;s1
2024;01;84834090;212;266,330;16829,94
2024;01;84834090;218;s;s2
2024;01;84834090;221;s;s1
2024;01;84834090;225;635,550;14991,67
2024;01;84834090;412;s;s1
2024;01;84834090;417;s;s1
2024;01;84834090;445;s;s1
2024;01;84834090;999;708,380;23578,89
2024;01;84835010;120;s;s1
2024;01;84835010;131;s;s1
2024;01;84835010;159;s;s1
2024;01;84835010;202;s;s1
2024;01;84835010;203;2886,160;31179,21
2024;01;84835010;205;s;s1
2024;01;84835010;208;s;s1
2024;01;84835010;209;s;s2
2024;01;84835010;212;s;s1
2024;01;84835010;213;s;s1
2024;01;84835010;218;s;s1
2024;01;84835010;221;82,930;1303,52
2024;01;84835010;412;s;s1
2024;01;84835010;423;s;s1
2024;01;84835010;445;s;s2
2024;01;84835010;999;495,360;23991,91
2024;01;84835090;131;s;s1
2024;01;84835090;202;s;s1
2024;01;84835090;203;49990,060;566541,13
2024;01;84835090;205;s;s1
2024;01;84835090;208;s;s1
2024;01;84835090;212;s;s1
2024;01;84835090;218;s;s1
2024;01;84835090;219;s;s1
2024;01;84835090;220;s;s1
2024;01;84835090;221;141,530;4491,50
2024;01;84835090;225;s;s1
2024;01;84835090;412;s;s3
2024;01;84835090;417;s;s1
2024;01;84835090;999;2566,710;60479,67
2024;01;84836011;212;s;s2
2024;01;84836011;225;s;s1
2024;01;84836019;159;s;s1
2024;01;84836019;202;s;s1
2024;01;84836019;203;185,890;2165,01
2024;01;84836019;209;s;s2
2024;01;84836019;212;s;s1
2024;01;84836019;222;s;s2
2024;01;84836019;225;s;s1
2024;01;84836019;445;s;s2
2024;01;84836019;999;883,200;39619,06
2024;01;84836090;202;s;s1
2024;01;84836090;203;34,360;4698,16
2024;01;84836090;204;s;s2
2024;01;84836090;205;s;s2
2024;01;84836090;208;s;s1
2024;01;84836090;209;s;s1
2024;01;84836090;210;s;s2
2024;01;84836090;212;151,560;16327,30
2024;01;84836090;225;s;s1
2024;01;84836090;316;s;s1
2024;01;84836090;412;s;s1
2024;01;84836090;999;370,690;38198,51
2024;01;84839000;202;s;s1
2024;01;84839000;203;191,920;13649,32
2024;01;84839000;205;s;s1
2024;01;84839000;208;394,080;3583,25
2024;01;84839000;209;s;s1
2024;01;84839000;210;s;s1
2024;01;84839000;212;992,280;40285,17
2024;01;84839000;213;s;s2
2024;01;84839000;218;s;s2
2024;01;84839000;221;531,260;17839,27
2024;01;84839000;225;18,220;756,98
2024;01;84839000;406;s;s1
2024;01;84839000;412;s;s1
2024;01;84839000;417;s;s2
2024;01;84839000;423;s;s1
2024;01;84839000;445;s;s2
2024;01;84839000;999;1998,010;69303,02
2024;01;84841000;202;s;s1
2024;01;84841000;203;10130,420;195788,86
2024;01;84841000;205;114,350;3121,35
2024;01;84841000;206;s;s1
2024;01;84841000;208;s;s2
2024;01;84841000;210;s;s2
2024;01;84841000;212;s;s1
2024;01;84841000;218;s;s2
2024;01;84841000;221;s;s2
2024;01;84841000;222;s;s1
2024;01;84841000;225;s;s2
2024;01;84841000;406;s;s1
2024;01;84841000;412;s;s1
2024;01;84841000;417;s;s2
2024;01;84841000;427;s;s2
2024;01;84841000;438;s;s3
2024;01;84841000;999;4277,840;164082,24
2024;01;84842000;131;s;s1
2024;01;84842000;202;s;s1
2024;01;84842000;203;757,470;18187,86
2024;01;84842000;205;s;s2
2024;01;84842000;208;s;s1
2024;01;84842000;218;s;s1
2024;01;84842000;222;s;s1
2024;01;84842000;225;s;s1
2024;01;84842000;328;s;s1
2024;01;84842000;406;s;s1
2024;01;84842000;417;s;s1
2024;01;84842000;999;478,050;16234,48
2024;01;84849000;113;s;s1
2024;01;84849000;202;s;s1
2024;01;84849000;203;17261,650;336552,40
2024;01;84849000;205;261,430;18407,90
2024;01;84849000;206;s;s2
2024;01;84849000;208;s;s2
2024;01;84849000;210;s;s1
2024;01;84849000;212;190,710;45922,76
2024;01;84849000;221;149,090;4020,51
2024;01;84849000;222;s;s1
2024;01;84849000;225;s;s2
2024;01;84849000;310;s;s1
2024;01;84849000;406;s;s1
2024;01;84849000;412;s;s1
2024;01;84849000;417;s;s1
2024;01;84849000;423;s;s1
2024;01;84849000;999;1274,730;36572,87
2024;01;84879000;113;s;s1
2024;01;84879000;131;s;s1
2024;01;84879000;202;821,820;30479,91
2024;01;84879000;203;3273,730;137729,95
2024;01;84879000;204;s;s1
2024;01;84879000;205;18,910;613,28
2024;01;84879000;206;s;s1
2024;01;84879000;208;1317,080;15460,23
2024;01;84879000;210;s;s1
2024;01;84879000;212;41,430;6093,77
2024;01;84879000;218;s;s1
2024;01;84879000;219;s;s1
2024;01;84879000;220;s;s1
2024;01;84879000;221;3770,000;36567,51
2024;01;84879000;222;36,770;1521,01
2024;01;84879000;225;138,300;3032,52
2024;01;84879000;315;s;s2
2024;01;84879000;352;s;s1
2024;01;84879000;406;s;s1
2024;01;84879000;407;s;s1
2024;01;84879000;412;s;s1
2024;01;84879000;423;s;s1
2024;01;84879000;426;s;s1
2024;01;84879000;436;s;s1
2024;01;84879000;445;s;s1
2024;01;84879000;999;140,010;16293,09
2024;01;85011011;210;s;s1
2024;01;85011011;211;s;s1
2024;01;85011019;159;s;s1
2024;01;85011019;203;114,020;31677,75
2024;01;85011019;205;s;s2
2024;01;85011019;208;s;s1
2024;01;85011019;210;s;s1
2024;01;85011019;212;s;s1
2024;01;85011019;221;s;s1
2024;01;85011019;225;s;s1
2024;01;85011019;326;s;s1
2024;01;85011019;335;s;s2
2024;01;85011019;412;s;s1
2024;01;85011019;999;1023,190;28778,26
2024;01;85011021;438;s;s2
2024;01;85011029;221;s;s1
2024;01;85011030;212;s;s1
2024;01;85012000;203;s;s1
2024;01;85012000;221;s;s1
2024;01;85013110;203;7152,660;84372,12
2024;01;85013110;208;s;s1
2024;01;85013110;210;s;s1
2024;01;85013110;212;s;s1
2024;01;85013110;335;s;s1
2024;01;85013110;999;54,480;2540,55
2024;01;85013120;212;s;s1
2024;01;85013210;212;s;s2
2024;01;85014019;202;s;s1
2024;01;85014019;203;s;s3
2024;01;85014019;220;s;s1
2024;01;85014019;221;s;s2
2024;01;85014019;225;s;s1
2024;01;85014019;999;15375,010;158402,82
2024;01;85014029;222;s;s1
2024;01;85015190;208;s;s1
2024;01;85015210;205;s;s1
2024;01;85015210;208;s;s1
2024;01;85015210;218;s;s1
2024;01;85015220;221;s;s1
2024;01;85030010;203;s;s1
2024;01;85030090;208;s;s1
2024;01;85030090;210;s;s3
2024;01;85030090;212;s;s3
2024;01;85030090;221;s;s1
2024;01;85030090;222;s;s1
2024;01;85030090;225;s;s1
2024;01;85030090;310;s;s3
2024;01;85030090;999;8025,060;186731,89
2024;01;85042100;120;s;s4
2024;01;85042100;123;s;s4
2024;01;85042100;208;s;s3
2024;01;85042200;206;s;s2
2024;01;85043111;208;263,030;8640,50
2024;01;85043111;210;s;s1
2024;01;85043111;211;s;s1
2024;01;85043111;221;s;s1
2024;01;85043111;999;9,240;1887,96
2024;01;85043119;203;s;s1
2024;01;85043119;208;s;s1
2024;01;85043119;212;s;s1
2024;01;85043119;222;s;s2
2024;01;85043119;423;s;s1
2024;01;85043119;999;290,280;16351,04
2024;01;85043300;159;s;s1
2024;01;85043300;225;s;s2
2024;01;85044010;210;s;s1
2024;01;85044010;212;s;s1
2024;01;85044010;221;s;s1
2024;01;85044010;225;s;s1
2024;01;85044010;999;10,470;546,21
2024;01;85044021;221;s;s1
2024;01;85044021;438;s;s3
2024;01;85044021;999;66,460;43950,30
2024;01;85044029;202;s;s1
2024;01;85044029;208;s;s1
2024;01;85044029;212;114,430;11658,40
2024;01;85044029;225;s;s1
2024;01;85044029;999;130,410;3568,81
2024;01;85044030;212;s;s1
2024;01;85044030;213;s;s1
2024;01;85044030;218;s;s1
2024;01;85044030;341;s;s1
2024;01;85044030;999;29,600;2693,78
2024;01;85044040;212;s;s1
2024;01;85044040;225;s;s1
2024;01;85044050;203;s;s2
2024;01;85044050;212;s;s1
2024;01;85044090;203;s;s1
2024;01;85044090;212;219,470;32482,14
2024;01;85044090;218;s;s1
2024;01;85044090;220;s;s1
2024;01;85044090;222;23,930;2081,25
2024;01;85044090;225;355,770;10491,26
2024;01;85044090;406;s;s1
2024;01;85044090;412;s;s1
2024;01;85044090;417;s;s1
2024;01;85044090;423;s;s1
2024;01;85044090;438;s;s1
2024;01;85044090;999;18,610;4554,07
2024;01;85045000;131;s;s1
2024;01;85045000;203;s;s1
2024;01;85045000;209;s;s1
2024;01;85045000;212;s;s1
2024;01;85045000;213;s;s1
2024;01;85045000;222;s;s1
2024;01;85045000;423;s;s1
2024;01;85045000;999;31,810;3862,36
2024;01;85049010;203;s;s2
